supplier_id,business_size,location_tier,owner_gender,years_active,on_time_delivery_rate,defect_rate,true_performance_score,ai_trust_score,contract_awarded
SUP-01264,1,0,0,5,74.97,4.31,12.51,1.51,0
SUP-01265,1,1,1,10,79.38,3.96,24.53,27.25,0
SUP-01266,0,0,0,15,71.76,2.32,23.28,10.24,0
SUP-01267,0,0,1,14,92.17,1.81,69.18,60.67,0
SUP-01268,0,1,1,4,80.39,1.55,47.49,48.88,0
SUP-01269,1,1,1,20,96.81,2.4,73.53,70.18,0
SUP-01270,0,0,1,2,80.03,1.01,51.46,35.87,0
SUP-01271,0,0,0,12,94.96,2.97,64.75,46.66,0
SUP-01272,0,1,1,1,73.89,0.51,43.41,43.31,0
SUP-01273,1,0,1,20,79.03,1.46,45.57,41.38,0
SUP-01274,0,0,1,5,80.39,1.49,48.05,36.43,0
SUP-01275,1,0,1,6,84.45,4.37,31.21,24.43,0
SUP-01276,1,0,1,11,83.21,3.27,38.26,37.48,0
SUP-01277,0,0,1,8,92.95,2.07,68.48,59.49,0
SUP-01278,1,0,0,7,75.51,0.42,47.48,35.85,0
SUP-01279,0,0,1,4,80.59,2.83,36.82,21.1,0
SUP-01280,0,1,0,6,94.88,1.46,77.75,72.57,0
SUP-01281,0,1,1,16,73.54,2.91,21.73,24.25,0
SUP-01282,0,1,0,20,99.33,4.26,62.42,57.35,0
SUP-01283,1,0,1,15,100.0,2.77,76.74,73.26,0
SUP-01284,0,0,1,14,73.97,3.35,18.79,5.91,0
SUP-01285,0,1,1,12,79.65,2.93,33.96,34.26,0
SUP-01286,1,0,0,12,84.0,4.17,32.03,24.92,0
SUP-01287,0,0,1,16,94.12,4.69,48.04,36.87,0
SUP-01288,1,1,0,15,90.78,2.31,62.05,58.2,0
SUP-01289,1,0,1,13,91.99,1.38,72.61,65.28,0
SUP-01290,0,1,1,11,93.07,2.57,64.42,68.7,0
SUP-01291,1,1,1,17,77.12,0.84,47.08,43.77,0
SUP-01292,0,0,0,15,95.66,3.36,62.77,46.08,0
SUP-01293,0,0,1,14,91.86,2.75,60.39,48.09,0
SUP-01294,0,1,0,10,87.74,0.96,67.57,62.35,0
SUP-01295,1,0,0,12,99.0,0.89,91.1,83.84,1
SUP-01296,1,0,1,16,93.91,2.16,69.7,64.28,0
SUP-01297,1,1,1,15,79.35,3.99,24.13,23.27,0
SUP-01298,0,1,1,10,83.46,3.05,40.72,38.43,0
SUP-01299,0,0,1,4,84.73,3.57,38.78,29.02,0
SUP-01300,1,1,0,9,74.5,1.53,35.78,31.31,0
SUP-01301,0,0,1,20,99.68,3.07,73.49,62.76,0
SUP-01302,1,0,1,9,76.63,2.01,35.85,33.48,0
SUP-01303,0,0,0,20,92.23,3.47,54.89,41.88,0
SUP-01304,0,1,1,11,85.78,0.73,65.64,69.28,0
SUP-01305,0,0,1,11,71.84,2.72,19.98,8.62,0
SUP-01306,0,0,1,7,97.52,1.83,79.87,68.19,0
SUP-01307,0,1,1,10,95.7,1.97,75.01,73.94,0
SUP-01308,0,1,1,4,85.6,4.82,29.61,31.1,0
SUP-01309,0,1,0,5,77.14,1.32,42.91,39.32,0
SUP-01310,1,0,1,5,76.03,1.4,39.97,34.51,0
SUP-01311,0,0,1,11,81.64,2.79,39.23,28.67,0
SUP-01312,0,1,1,9,78.31,4.38,18.62,20.64,0
SUP-01313,0,0,1,16,86.29,2.38,52.34,38.1,0
SUP-01314,0,1,1,9,98.93,3.85,65.19,65.57,0
SUP-01315,0,0,0,4,87.07,4.35,36.7,19.56,0
SUP-01316,0,1,1,2,96.01,1.9,76.26,76.25,1
SUP-01317,0,0,1,14,90.28,2.27,61.37,47.46,0
SUP-01318,1,0,1,3,86.08,1.6,58.62,50.97,0
SUP-01319,1,0,1,18,98.58,3.75,65.36,59.85,0
SUP-01320,1,1,1,6,86.27,0.2,71.24,69.44,0
SUP-01321,1,1,1,11,98.29,1.39,85.31,86.02,1
SUP-01322,0,0,1,18,80.26,3.56,29.78,18.52,0
SUP-01323,1,1,1,12,76.94,2.54,31.85,32.48,0
SUP-01324,0,1,1,5,95.3,2.46,69.88,67.09,0
SUP-01325,0,1,1,9,87.94,2.93,50.85,48.61,0
SUP-01326,1,0,0,20,99.78,0.89,92.69,82.46,1
SUP-01327,0,0,1,18,99.0,2.44,77.6,65.65,0
SUP-01328,0,0,1,19,73.46,2.76,22.92,10.25,0
SUP-01329,0,1,1,3,84.83,4.56,30.38,31.0,0
SUP-01330,0,1,1,9,81.77,1.67,49.26,51.22,0
SUP-01331,0,0,1,4,88.55,4.41,39.25,25.25,0
SUP-01332,1,0,1,17,96.71,2.9,68.95,63.03,0
SUP-01333,0,1,1,17,79.84,0.59,54.75,55.02,0
SUP-01334,0,0,1,2,86.35,3.76,40.38,28.22,0
SUP-01335,0,1,1,9,91.45,0.66,77.76,79.24,1
SUP-01336,1,0,1,9,76.8,4.49,14.65,10.66,0
SUP-01337,0,1,1,5,94.11,4.43,50.35,53.83,0
SUP-01338,1,0,1,15,91.08,1.34,71.09,63.91,0
SUP-01339,1,0,1,15,100.0,1.16,90.78,88.46,1
SUP-01340,1,0,1,3,82.15,1.72,49.65,46.05,0
SUP-01341,0,1,1,19,75.04,2.1,31.84,29.03,0
SUP-01342,0,0,1,3,84.99,2.18,51.43,35.29,0
SUP-01343,0,0,0,6,73.09,1.93,29.37,10.12,0
SUP-01344,0,1,1,4,98.52,3.3,69.16,71.58,0
SUP-01345,0,0,1,13,72.42,1.24,34.05,24.24,0
SUP-01346,0,0,1,13,93.15,4.31,49.45,37.2,0
SUP-01347,0,0,0,11,86.33,4.16,36.9,19.18,0
SUP-01348,0,0,1,5,81.19,2.64,39.63,25.92,0
SUP-01349,1,1,1,1,74.01,3.84,14.65,14.27,0
SUP-01350,0,0,1,9,88.94,1.61,64.37,51.42,0
SUP-01351,0,1,1,17,88.67,0.58,72.81,76.23,1
SUP-01352,0,0,1,1,78.25,3.29,28.05,13.58,0
SUP-01353,0,0,1,3,96.7,2.56,71.86,60.65,0
SUP-01354,0,0,0,15,80.32,3.05,34.31,20.82,0
SUP-01355,0,1,0,10,84.04,4.55,28.85,25.4,0
SUP-01356,0,1,1,8,86.57,4.86,31.22,28.97,0
SUP-01357,0,0,1,12,74.11,3.36,19.05,3.96,0
SUP-01358,1,0,0,15,100.0,3.44,70.93,62.48,0
SUP-01359,0,0,1,9,81.76,0.88,56.18,44.48,0
SUP-01360,0,0,1,10,73.34,1.22,36.06,26.52,0
SUP-01361,1,0,1,20,85.23,3.3,42.13,39.23,0
SUP-01362,0,1,1,9,88.31,2.44,55.85,54.88,0
SUP-01363,0,1,1,15,86.4,2.51,51.4,50.3,0
SUP-01364,0,1,1,1,90.24,1.89,64.6,61.98,0
SUP-01365,1,1,1,2,73.81,2.73,23.86,24.12,0
SUP-01366,0,0,1,19,80.15,1.33,48.93,34.12,0
SUP-01367,0,0,1,14,95.16,3.32,62.11,51.93,0
SUP-01368,1,0,1,8,75.12,0.78,43.5,40.68,0
SUP-01369,1,1,0,6,97.41,0.29,93.11,89.22,1
SUP-01370,0,1,1,12,73.86,1.99,30.47,27.83,0
SUP-01371,1,1,1,15,97.7,1.04,87.14,86.84,1
SUP-01372,0,1,0,14,81.86,4.5,24.83,19.05,0
SUP-01373,0,0,0,1,87.85,0.75,69.69,52.89,0
SUP-01374,1,1,1,11,77.53,0.79,48.3,49.36,0
SUP-01375,0,0,1,3,72.22,2.97,18.57,5.54,0
SUP-01376,0,1,1,19,78.16,2.66,33.3,32.34,0
SUP-01377,0,0,0,18,75.51,0.71,44.96,29.32,0
SUP-01378,0,0,0,20,81.06,0.53,57.75,38.49,0
SUP-01379,0,1,0,2,85.12,4.95,27.56,21.07,0
SUP-01380,1,0,1,7,89.77,2.96,54.28,50.29,0
SUP-01381,0,0,1,8,93.71,2.14,69.41,59.21,0
SUP-01382,0,0,1,19,90.93,2.62,59.66,45.72,0
SUP-01383,1,1,1,15,91.15,1.2,72.45,76.03,1
SUP-01384,0,0,1,10,82.94,2.05,48.34,33.64,0
SUP-01385,0,0,1,1,83.84,3.42,38.25,29.35,0
SUP-01386,0,0,1,6,82.62,4.47,26.61,17.01,0
SUP-01387,1,0,1,13,97.72,0.83,89.03,82.17,1
SUP-01388,0,0,1,14,78.07,4.28,19.03,3.77,0
SUP-01389,0,0,1,3,70.47,1.05,31.75,21.19,0
SUP-01390,1,0,1,11,91.99,0.97,76.17,71.41,0
SUP-01391,1,0,1,3,78.17,0.17,55.06,49.05,0
SUP-01392,1,0,0,19,99.71,0.63,94.77,89.39,1
SUP-01393,0,0,1,10,95.91,4.63,52.27,37.88,0
SUP-01394,0,0,0,15,73.73,2.57,25.13,6.67,0
SUP-01395,0,0,1,11,74.19,0.85,41.02,27.81,0
SUP-01396,0,1,1,15,85.86,4.82,30.18,24.58,0
SUP-01397,1,0,1,13,90.97,3.96,48.08,44.26,0
SUP-01398,0,0,1,5,78.47,3.9,23.2,9.38,0
SUP-01399,0,0,0,4,91.19,4.7,42.03,26.65,0
SUP-01400,1,0,1,13,90.55,0.99,73.05,70.93,0
SUP-01401,1,1,0,9,82.32,3.76,32.18,27.64,0
SUP-01402,1,0,1,17,74.44,3.1,21.89,18.38,0
SUP-01403,0,1,0,2,91.95,4.41,46.09,41.42,0
SUP-01404,0,0,1,5,76.73,4.09,18.01,4.6,0
SUP-01405,0,0,0,16,95.8,2.06,74.41,56.18,0
SUP-01406,0,0,1,7,82.89,3.98,31.4,22.05,0
SUP-01407,0,1,1,1,86.84,1.68,59.48,60.95,0
SUP-01408,0,0,1,12,96.52,1.98,76.56,64.97,0
SUP-01409,0,1,0,11,96.15,0.99,84.46,80.66,1
SUP-01410,1,1,1,12,83.97,4.21,31.67,31.55,0
SUP-01411,1,1,1,19,79.96,1.31,48.75,49.12,0
SUP-01412,1,1,0,12,95.68,2.34,71.69,67.88,0
SUP-01413,1,0,1,12,85.76,1.76,56.6,48.45,0
SUP-01414,0,0,1,14,76.97,4.82,12.11,1.92,0
SUP-01415,0,1,1,2,96.43,2.01,76.13,77.8,1
SUP-01416,1,0,1,2,77.95,3.5,25.55,19.99,0
SUP-01417,1,1,0,4,73.15,3.85,12.79,10.28,0
SUP-01418,0,0,0,20,72.59,2.46,23.75,2.32,0
SUP-01419,0,0,1,16,89.65,2.2,60.66,49.37,0
SUP-01420,0,0,0,10,90.19,3.86,47.28,30.36,0
SUP-01421,0,0,1,13,80.32,4.61,20.76,8.14,0
SUP-01422,1,0,1,2,81.48,3.4,33.66,29.7,0
SUP-01423,1,1,1,3,82.15,1.02,55.69,56.86,0
SUP-01424,0,0,1,19,91.62,4.5,44.69,29.08,0
SUP-01425,0,1,1,6,72.29,2.24,25.02,27.02,0
SUP-01426,1,0,0,19,100.0,2.59,78.29,68.47,0
SUP-01427,0,0,0,20,78.45,4.24,20.16,5.19,0
SUP-01428,0,0,1,19,100.0,1.35,89.13,78.42,1
SUP-01429,0,1,1,8,75.77,4.03,16.55,15.69,0
SUP-01430,0,0,1,14,93.77,3.18,60.51,48.35,0
SUP-01431,0,1,0,10,77.48,4.52,15.75,10.71,0
SUP-01432,0,0,0,3,72.64,1.27,34.2,20.41,0
SUP-01433,0,1,1,6,95.97,2.39,71.85,69.57,0
SUP-01434,1,1,0,15,98.4,3.75,64.99,59.12,0
SUP-01435,1,0,1,18,85.5,0.1,70.55,63.38,0
SUP-01436,0,0,1,14,91.77,1.0,75.4,63.65,0
SUP-01437,0,1,1,19,88.05,4.96,33.43,32.18,0
SUP-01438,1,1,1,10,97.74,1.26,85.28,84.28,1
SUP-01439,0,0,1,15,80.64,4.89,18.95,9.92,0
SUP-01440,0,0,1,4,85.59,1.32,60.08,46.43,0
SUP-01441,1,0,1,2,86.28,1.62,58.84,54.52,0
SUP-01442,0,1,1,3,80.56,3.89,27.52,26.61,0
SUP-01443,0,1,1,7,96.55,3.46,63.74,62.95,0
SUP-01444,0,1,1,16,76.41,3.12,25.82,31.36,0
SUP-01445,1,1,1,10,77.34,2.38,34.06,30.59,0
SUP-01446,0,0,0,19,88.63,4.3,40.37,24.65,0
SUP-01447,0,0,1,17,90.77,1.56,68.55,61.41,0
SUP-01448,0,1,1,19,77.54,2.49,33.55,35.71,0
SUP-01449,0,1,1,5,81.83,1.2,53.51,53.6,0
SUP-01450,0,1,0,20,99.45,3.18,72.05,64.7,0
SUP-01451,0,0,0,13,78.45,1.63,42.92,28.53,0
SUP-01452,0,0,1,13,90.68,2.0,64.5,54.38,0
SUP-01453,0,1,1,11,92.56,2.62,62.94,59.88,0
SUP-01454,1,1,0,11,86.1,0.12,71.57,65.93,0
SUP-01455,0,0,1,16,98.79,0.91,90.45,76.04,1
SUP-01456,0,0,1,15,92.86,3.59,55.14,37.42,0
SUP-01457,0,0,1,17,84.98,2.43,49.19,34.73,0
SUP-01458,1,1,1,18,90.31,3.89,47.3,47.51,0
SUP-01459,0,1,1,19,91.99,3.63,53.01,54.17,0
SUP-01460,0,0,1,4,87.57,0.54,70.95,58.3,0
SUP-01461,0,1,1,5,95.98,3.28,64.19,66.94,0
SUP-01462,1,1,0,7,83.05,0.42,62.76,59.82,0
SUP-01463,0,0,1,2,78.9,4.01,23.04,10.79,0
SUP-01464,0,1,0,1,76.3,4.96,9.51,4.01,0
SUP-01465,1,0,1,12,74.3,2.39,27.83,24.6,0
SUP-01466,0,1,1,10,72.25,3.57,13.37,13.34,0
SUP-01467,0,1,1,8,96.03,1.57,79.15,76.3,1
SUP-01468,0,0,0,1,89.77,2.47,58.59,41.0,0
SUP-01469,0,1,0,12,90.36,4.35,43.38,39.71,0
SUP-01470,0,0,1,2,88.02,1.25,65.62,56.25,0
SUP-01471,0,0,0,10,95.63,1.69,77.23,62.15,0
SUP-01472,0,1,1,17,85.63,2.5,49.86,50.53,0
SUP-01473,0,0,0,3,95.54,3.71,59.55,45.46,0
SUP-01474,0,1,1,7,81.12,2.19,43.44,44.28,0
SUP-01475,0,0,0,12,98.07,4.67,56.25,39.07,0
SUP-01476,0,1,1,8,91.06,0.93,74.65,77.61,1
SUP-01477,0,0,1,20,79.46,2.17,40.25,29.69,0
SUP-01478,0,1,1,12,87.56,3.69,43.46,46.06,0
SUP-01479,0,0,1,3,85.76,1.52,58.72,44.35,0
SUP-01480,0,0,1,17,75.7,3.45,21.42,7.7,0
SUP-01481,1,0,1,9,90.05,0.74,74.21,68.58,0
SUP-01482,0,1,1,10,80.13,0.75,53.95,54.31,0
SUP-01483,1,1,1,6,74.12,0.54,43.54,47.19,0
SUP-01484,0,0,1,1,97.61,4.68,55.22,40.94,0
SUP-01485,0,0,1,12,89.8,2.98,54.18,43.99,0
SUP-01486,0,1,0,5,95.93,4.08,57.04,49.64,0
SUP-01487,0,0,1,13,90.91,2.0,65.0,57.24,0
SUP-01488,0,1,1,15,81.85,3.17,36.42,33.23,0
SUP-01489,0,0,1,11,85.97,2.73,48.61,38.09,0
SUP-01490,1,1,1,8,92.4,4.26,48.36,50.12,0
SUP-01491,0,1,1,5,98.35,3.86,63.87,65.11,0
SUP-01492,1,0,1,2,79.56,3.29,30.71,24.95,0
SUP-01493,1,1,1,12,98.57,0.21,96.16,94.05,1
SUP-01494,0,0,0,2,97.0,2.97,68.88,54.42,0
SUP-01495,0,0,1,16,91.04,2.6,60.02,50.11,0
SUP-01496,0,1,1,3,97.31,4.68,54.69,56.76,0
SUP-01497,0,1,1,10,82.54,1.66,50.95,53.27,0
SUP-01498,0,0,1,19,99.54,1.71,85.0,69.93,0
SUP-01499,0,1,0,8,91.18,2.35,62.48,54.35,0
SUP-01500,0,0,1,7,71.92,1.6,29.92,16.58,0
SUP-01501,0,0,1,1,96.4,1.08,84.14,71.18,0
SUP-01502,1,0,1,12,87.25,3.86,41.37,36.19,0
SUP-01503,0,1,1,5,83.85,3.01,41.83,42.38,0
SUP-01504,0,1,1,16,88.03,4.38,38.44,40.67,0
SUP-01505,0,1,0,4,74.73,4.24,12.61,7.02,0
SUP-01506,0,1,0,17,85.31,1.77,55.61,48.98,0
SUP-01507,0,0,0,2,94.3,2.96,63.48,48.1,0
SUP-01508,0,0,0,12,71.65,0.87,35.65,18.09,0
SUP-01509,0,1,1,1,78.01,4.62,15.98,16.2,0
SUP-01510,0,1,1,12,71.27,2.32,22.3,21.64,0
SUP-01511,0,1,0,12,83.26,2.27,47.07,42.75,0
SUP-01512,0,0,0,12,92.32,1.86,69.05,50.02,0
SUP-01513,1,1,0,19,97.06,2.07,76.86,73.31,0
SUP-01514,1,0,1,17,100.0,1.13,91.01,86.94,1
SUP-01515,1,1,1,20,91.65,1.69,69.21,67.68,0
SUP-01516,0,0,0,11,78.48,4.1,21.46,5.52,0
SUP-01517,0,0,1,13,98.1,4.25,59.97,46.44,0
SUP-01518,1,1,0,8,95.28,1.37,79.37,72.93,0
SUP-01519,0,1,1,10,87.66,2.61,53.06,50.66,0
SUP-01520,1,0,1,8,92.97,3.93,52.35,44.95,0
SUP-01521,0,1,1,20,98.81,0.74,92.03,93.09,1
SUP-01522,0,0,0,8,91.46,4.5,44.32,29.65,0
SUP-01523,1,0,1,9,83.58,0.99,58.93,54.02,0
SUP-01524,0,0,1,7,91.38,3.55,52.41,38.81,0
SUP-01525,1,0,0,14,74.57,2.62,26.37,13.75,0
SUP-01526,1,1,1,2,83.41,2.49,45.49,41.14,0
SUP-01527,0,1,0,11,82.88,4.37,28.07,24.52,0
SUP-01528,0,0,1,8,75.64,0.96,43.04,27.09,0
SUP-01529,0,1,0,13,71.97,2.06,25.97,18.68,0
SUP-01530,0,0,1,15,75.37,2.92,25.38,13.95,0
SUP-01531,0,1,0,3,89.28,4.15,42.95,38.13,0
SUP-01532,0,1,0,14,94.67,1.47,77.2,72.85,0
SUP-01533,1,0,1,15,100.0,3.61,69.41,65.42,0
SUP-01534,0,1,1,2,80.24,2.3,40.72,40.0,0
SUP-01535,1,0,1,19,91.28,0.85,75.75,69.48,0
SUP-01536,1,0,1,12,100.0,3.42,71.13,65.86,0
SUP-01537,0,0,0,20,76.84,0.91,45.91,28.33,0
SUP-01538,1,0,1,4,93.21,2.32,66.91,59.13,0
SUP-01539,0,0,1,3,92.19,0.79,78.15,64.58,0
SUP-01540,0,0,1,5,73.08,2.1,27.86,15.11,0
SUP-01541,1,1,0,3,97.28,2.7,71.78,65.41,0
SUP-01542,0,0,0,15,95.08,3.0,64.73,47.04,0
SUP-01543,1,0,1,19,74.87,1.82,33.95,31.29,0
SUP-01544,0,0,1,2,72.84,2.43,24.52,14.11,0
SUP-01545,0,0,1,12,72.62,1.52,32.01,23.03,0
SUP-01546,0,1,1,5,80.21,2.55,38.44,35.42,0
SUP-01547,0,0,1,17,86.47,4.79,31.67,18.83,0
SUP-01548,1,0,1,14,88.84,3.83,44.87,43.32,0
SUP-01549,0,1,1,10,78.76,1.15,47.68,44.18,0
SUP-01550,0,0,1,3,96.74,0.63,88.72,74.37,0
SUP-01551,0,0,1,4,81.08,4.7,21.49,8.26,0
SUP-01552,0,0,1,6,71.92,2.87,18.83,10.91,0
SUP-01553,0,0,1,16,80.31,2.92,35.43,21.48,0
SUP-01554,1,0,0,7,88.1,3.51,46.1,39.27,0
SUP-01555,1,1,1,15,85.34,1.42,58.75,58.69,0
SUP-01556,0,0,1,20,79.94,2.67,36.88,22.59,0
SUP-01557,0,1,1,11,74.91,4.86,7.58,13.18,0
SUP-01558,0,0,0,1,93.86,3.52,57.7,41.08,0
SUP-01559,0,0,0,5,99.39,1.19,89.25,73.0,0
SUP-01560,0,1,1,13,80.86,1.1,52.4,53.47,0
SUP-01561,1,1,1,14,84.47,0.92,61.31,62.22,0
SUP-01562,0,0,1,9,88.82,3.95,43.76,36.07,0
SUP-01563,1,1,1,17,94.53,1.33,78.19,81.76,1
SUP-01564,0,0,1,15,82.87,0.6,60.87,47.01,0
SUP-01565,0,1,1,7,96.94,4.75,53.31,57.35,0
SUP-01566,0,1,1,12,87.44,1.26,64.35,62.95,0
SUP-01567,1,0,1,6,85.66,0.1,70.87,67.51,0
SUP-01568,0,0,1,16,90.35,1.57,67.63,52.72,0
SUP-01569,0,0,1,5,98.13,1.56,83.51,73.58,0
SUP-01570,0,1,1,9,93.94,2.4,67.67,67.06,0
SUP-01571,1,0,1,14,74.56,4.14,13.12,6.82,0
SUP-01572,0,0,1,8,80.44,4.46,22.32,12.69,0
SUP-01573,0,0,0,14,85.05,2.56,48.23,34.1,0
SUP-01574,1,0,1,12,82.32,1.85,48.85,47.79,0
SUP-01575,1,0,1,10,93.31,2.5,65.52,58.47,0
SUP-01576,1,0,0,20,97.96,1.1,87.19,81.34,1
SUP-01577,0,1,1,20,93.21,0.73,80.67,80.07,1
SUP-01578,0,0,1,13,99.99,4.73,59.69,51.8,0
SUP-01579,0,1,1,19,79.8,1.34,48.17,49.42,0
SUP-01580,1,0,0,15,98.87,0.89,90.81,82.31,1
SUP-01581,0,1,0,8,93.03,2.63,63.85,58.86,0
SUP-01582,0,0,1,10,81.5,2.71,39.67,27.64,0
SUP-01583,0,0,1,3,91.59,0.58,78.71,65.35,0
SUP-01584,0,1,1,3,73.32,1.17,36.51,34.37,0
SUP-01585,1,1,1,5,95.39,1.7,76.69,75.96,1
SUP-01586,0,1,1,16,87.04,3.58,43.39,45.77,0
SUP-01587,0,0,1,17,80.18,1.53,47.29,32.5,0
SUP-01588,0,0,1,6,89.62,2.4,58.85,49.53,0
SUP-01589,0,1,0,20,90.61,3.01,55.59,50.88,0
SUP-01590,0,0,1,20,78.08,4.5,17.15,6.71,0
SUP-01591,0,1,1,16,72.48,1.97,27.83,29.49,0
SUP-01592,1,0,1,2,84.78,0.6,64.7,62.56,0
SUP-01593,1,0,0,20,90.52,2.2,62.43,53.47,0
SUP-01594,0,1,1,15,96.92,3.86,61.0,61.11,0
SUP-01595,0,0,1,18,98.72,0.99,89.61,79.4,1
SUP-01596,1,1,1,1,87.44,1.91,58.7,56.62,0
SUP-01597,1,1,1,19,95.76,0.1,91.39,89.0,1
SUP-01598,1,1,0,12,85.94,0.15,70.99,65.06,0
SUP-01599,0,1,1,8,92.44,2.67,62.22,62.8,0
SUP-01600,1,0,1,6,78.54,1.34,45.58,45.42,0
SUP-01601,0,0,1,12,81.96,4.3,26.75,14.85,0
SUP-01602,1,0,1,7,91.09,2.71,59.18,59.18,0
SUP-01603,0,1,0,18,72.33,2.54,22.5,18.53,0
SUP-01604,1,1,1,14,94.35,1.84,73.41,72.5,0
SUP-01605,0,0,1,8,95.03,2.74,66.94,57.23,0
SUP-01606,1,0,1,20,85.58,0.18,69.98,65.49,0
SUP-01607,0,1,1,14,84.39,4.52,29.82,30.32,0
SUP-01608,1,0,0,5,97.19,4.49,56.04,44.36,0
SUP-01609,0,0,1,9,93.39,1.32,75.98,60.97,0
SUP-01610,0,0,0,8,79.16,1.04,49.45,33.56,0
SUP-01611,0,0,0,2,79.6,1.15,49.43,34.64,0
SUP-01612,0,1,1,16,91.29,3.47,52.91,56.8,0
SUP-01613,0,1,1,13,87.63,3.48,45.47,43.85,0
SUP-01614,0,0,1,7,75.4,4.32,13.32,4.25,0
SUP-01615,0,1,1,16,80.59,3.88,27.62,30.24,0
SUP-01616,0,0,1,7,96.8,2.52,72.39,59.41,0
SUP-01617,0,0,1,14,91.36,3.26,54.94,45.72,0
SUP-01618,0,1,1,14,99.99,3.6,69.53,71.42,0
SUP-01619,0,0,1,12,93.44,2.81,63.1,53.39,0
SUP-01620,0,1,1,1,97.42,2.64,72.63,76.97,1
SUP-01621,1,0,1,1,78.37,2.9,31.64,29.85,0
SUP-01622,0,0,1,12,93.57,3.01,61.61,45.34,0
SUP-01623,0,0,1,20,72.59,3.4,15.58,4.23,0
SUP-01624,1,0,0,15,92.95,2.76,62.54,50.4,0
SUP-01625,0,0,1,4,84.01,3.74,35.85,24.15,0
SUP-01626,1,0,0,7,82.76,2.89,40.65,31.83,0
SUP-01627,0,0,1,16,96.61,2.84,69.26,56.1,0
SUP-01628,1,1,1,3,97.07,3.07,68.21,66.15,0
SUP-01629,0,1,1,7,71.35,2.52,20.69,19.63,0
SUP-01630,0,1,1,6,88.28,1.59,63.23,62.55,0
SUP-01631,0,1,1,16,82.27,0.51,60.43,60.17,0
SUP-01632,0,0,1,8,82.85,3.02,39.74,27.95,0
SUP-01633,0,0,1,6,94.73,3.16,62.66,51.83,0
SUP-01634,0,0,1,10,79.99,4.87,17.76,5.14,0
SUP-01635,1,1,1,16,100.0,1.63,86.71,89.27,1
SUP-01636,0,0,0,11,76.31,2.27,32.94,15.86,0
SUP-01637,1,1,1,13,92.52,0.91,77.76,79.61,1
SUP-01638,0,0,1,6,90.09,0.82,73.62,61.01,0
SUP-01639,0,0,1,1,77.41,3.98,20.34,13.83,0
SUP-01640,0,1,0,19,81.32,1.62,48.77,44.71,0
SUP-01641,0,1,0,12,95.41,3.24,63.33,61.6,0
SUP-01642,0,1,1,6,92.69,3.59,54.72,53.33,0
SUP-01643,0,0,0,18,81.34,2.62,40.15,22.25,0
SUP-01644,1,0,1,13,88.78,3.94,43.74,39.24,0
SUP-01645,0,0,1,7,72.49,2.5,23.23,16.18,0
SUP-01646,1,1,0,13,79.35,1.28,47.76,42.33,0
SUP-01647,0,0,0,8,84.89,4.53,30.7,12.06,0
SUP-01648,0,0,1,17,74.19,4.38,10.32,0.92,0
SUP-01649,0,0,0,9,95.36,1.24,80.65,63.77,0
SUP-01650,1,1,1,20,94.82,0.12,89.33,88.9,1
SUP-01651,0,1,0,13,98.67,0.9,90.28,84.06,1
SUP-01652,1,0,1,2,92.31,1.29,74.02,71.0,0
SUP-01653,0,1,1,4,97.67,4.88,53.69,55.81,0
SUP-01654,1,1,1,2,88.28,2.51,55.17,56.75,0
SUP-01655,0,1,1,4,87.81,2.18,57.12,56.16,0
SUP-01656,0,0,1,18,100.0,4.5,61.69,47.72,0
SUP-01657,0,0,1,5,89.12,2.54,56.66,36.62,0
SUP-01658,0,0,1,19,72.79,1.92,28.88,14.99,0
SUP-01659,0,0,1,10,91.99,4.74,43.36,30.62,0
SUP-01660,0,0,1,18,98.06,4.32,59.28,47.17,0
SUP-01661,0,1,1,10,94.07,4.3,51.41,50.87,0
SUP-01662,0,0,1,5,87.43,2.81,50.91,44.51,0
SUP-01663,0,1,1,17,91.17,4.05,47.64,48.62,0
SUP-01664,0,0,0,13,100.0,1.31,89.49,70.01,0
SUP-01665,0,1,0,17,74.33,3.08,21.9,18.21,0
SUP-01666,1,1,1,9,92.25,4.43,46.57,47.36,0
SUP-01667,0,1,1,12,79.42,1.81,43.3,41.2,0
SUP-01668,1,1,1,14,91.96,3.57,53.41,53.99,0
SUP-01669,0,1,1,14,89.02,2.71,54.99,56.05,0
SUP-01670,0,1,1,8,75.25,0.68,44.67,46.72,0
SUP-01671,0,0,0,5,76.5,3.93,18.86,0.0,0
SUP-01672,0,0,1,19,89.93,1.26,69.45,58.74,0
SUP-01673,0,0,1,14,75.12,3.34,21.22,12.04,0
SUP-01674,0,0,1,9,78.59,0.89,49.66,41.44,0
SUP-01675,0,0,0,7,94.92,4.76,49.1,29.64,0
SUP-01676,1,0,1,8,82.29,1.31,53.45,49.16,0
SUP-01677,0,0,1,14,85.55,1.52,58.29,46.19,0
SUP-01678,1,1,1,14,100.0,0.58,95.81,97.16,1
SUP-01679,0,1,1,11,77.69,4.76,14.11,13.78,0
SUP-01680,0,0,1,14,82.7,3.7,33.47,20.04,0
SUP-01681,0,0,1,8,88.39,3.84,43.86,32.29,0
SUP-01682,0,0,0,3,92.2,2.75,61.11,43.43,0
SUP-01683,0,1,1,18,97.95,2.64,73.75,74.87,0
SUP-01684,1,1,1,3,98.85,0.5,94.22,92.6,1
SUP-01685,0,0,1,13,93.82,3.02,62.03,47.98,0
